date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2022-01-18 00:00:00+05:30,10922.8500,1185.8500,9737.0000,8814.1500,10000.0000,0.0000,922.8500,0.0000,922.8500,10922.8500,0.0000,0.0000,-35.0000,0.8900,0.8900,9737.0000,9737.0000,9737.0000,0.0000,1,0,-0.0032,0.0923,0.2671,-0.0032,,,10271.3017,-0.0107,,
2022-01-19 00:00:00+05:30,11203.9000,1185.8500,10018.0500,8814.1500,10000.0000,0.0000,1203.9000,0.0000,1203.9000,11203.9000,0.0000,0.0000,281.0500,0.8900,0.8900,10018.0500,10018.0500,10018.0500,0.0000,1,0,0.0257,0.1204,0.2805,0.0000,,,10173.5718,-0.0095,,
2022-01-20 00:00:00+05:30,11195.8500,1185.8500,10010.0000,8814.1500,10000.0000,0.0000,1195.8500,0.0000,1195.8500,11195.8500,0.0000,0.0000,-8.0500,0.8900,0.8900,10010.0000,10010.0000,10010.0000,0.0000,1,0,-0.0007,0.1196,0.2703,-0.0007,,,10083.6955,-0.0088,,
2022-01-21 00:00:00+05:30,11111.8500,1185.8500,9926.0000,8814.1500,10000.0000,0.0000,1111.8500,0.0000,1111.8500,11111.8500,0.0000,0.0000,-84.0000,0.8900,0.8900,9926.0000,9926.0000,9926.0000,0.0000,1,0,-0.0075,0.1112,0.2629,-0.0082,,,10008.5623,-0.0075,,
2022-01-24 00:00:00+05:30,10669.4500,1185.8500,9483.6000,8814.1500,10000.0000,0.0000,669.4500,0.0000,669.4500,10669.4500,0.0000,0.0000,-442.4000,0.8900,0.8900,9483.6000,9483.6000,9483.6000,0.0000,1,0,-0.0398,0.0669,0.2996,-0.0477,,,9703.4933,-0.0305,,
2022-01-25 00:00:00+05:30,11160.8500,1185.8500,9975.0000,8814.1500,10000.0000,0.0000,1160.8500,0.0000,1160.8500,11160.8500,0.0000,0.0000,491.4000,0.8900,0.8900,9975.0000,9975.0000,9975.0000,0.0000,1,0,0.0461,0.1161,0.3406,-0.0038,,,9791.2999,0.0090,,
2022-01-27 00:00:00+05:30,11155.2500,1185.8500,9969.4000,8814.1500,10000.0000,0.0000,1155.2500,0.0000,1155.2500,11155.2500,0.0000,0.0000,-5.6000,0.8900,0.8900,9969.4000,9969.4000,9969.4000,0.0000,1,0,-0.0005,0.1155,0.3310,-0.0043,,,9724.3888,-0.0068,,
2022-01-28 00:00:00+05:30,11133.9000,1185.8500,9948.0500,8814.1500,10000.0000,0.0000,1133.9000,0.0000,1133.9000,11133.9000,0.0000,0.0000,-21.3500,0.8900,0.8900,9948.0500,9948.0500,9948.0500,0.0000,1,0,-0.0019,0.1134,0.3222,-0.0062,,,9700.0343,-0.0025,,
2022-01-31 00:00:00+05:30,11300.8500,1185.8500,10115.0000,8814.1500,10000.0000,0.0000,1300.8500,0.0000,1300.8500,11300.8500,0.0000,0.0000,166.9500,0.9000,0.9000,10115.0000,10115.0000,10115.0000,0.0000,1,0,0.0150,0.1301,0.3185,0.0000,,,9831.5599,0.0136,,
2022-02-01 00:00:00+05:30,11230.8500,1185.8500,10045.0000,8814.1500,10000.0000,0.0000,1230.8500,0.0000,1230.8500,11230.8500,0.0000,0.0000,-70.0000,0.8900,0.8900,10045.0000,10045.0000,10045.0000,0.0000,1,0,-0.0062,0.1231,0.3116,-0.0062,,,9982.5918,0.0154,,
2022-02-02 00:00:00+05:30,11158.7500,1185.8500,9972.9000,8814.1500,10000.0000,0.0000,1158.7500,0.0000,1158.7500,11158.7500,0.0000,0.0000,-72.1000,0.8900,0.8900,9972.9000,9972.9000,9972.9000,0.0000,1,0,-0.0064,0.1159,0.3052,-0.0126,,,10088.6005,0.0106,,
2022-02-03 00:00:00+05:30,11076.8500,1185.8500,9891.0000,8814.1500,10000.0000,0.0000,1076.8500,0.0000,1076.8500,11076.8500,0.0000,0.0000,-81.9000,0.8900,0.8900,9891.0000,9891.0000,9891.0000,0.0000,1,0,-0.0073,0.1077,0.2995,-0.0198,,,9934.7334,-0.0153,,
2022-02-04 00:00:00+05:30,10978.8500,1185.8500,9793.0000,8814.1500,10000.0000,0.0000,978.8500,0.0000,978.8500,10978.8500,0.0000,0.0000,-98.0000,0.8900,0.8900,9793.0000,9793.0000,9793.0000,0.0000,1,0,-0.0088,0.0979,0.2946,-0.0285,,,9924.9519,-0.0010,,
2022-02-07 00:00:00+05:30,10873.8500,1185.8500,9688.0000,8814.1500,10000.0000,0.0000,873.8500,0.0000,873.8500,10873.8500,0.0000,0.0000,-105.0000,0.8900,0.8900,9688.0000,9688.0000,9688.0000,0.0000,1,0,-0.0096,0.0874,0.2903,-0.0378,,,9758.8083,-0.0167,,
2022-02-08 00:00:00+05:30,10803.8500,1185.8500,9618.0000,8814.1500,10000.0000,0.0000,803.8500,0.0000,803.8500,10803.8500,0.0000,0.0000,-70.0000,0.8900,0.8900,9618.0000,9618.0000,9618.0000,0.0000,1,0,-0.0064,0.0804,0.2854,-0.0440,,,9776.0181,0.0018,,
2022-02-09 00:00:00+05:30,11132.8500,1185.8500,9947.0000,8814.1500,10000.0000,0.0000,1132.8500,0.0000,1132.8500,11132.8500,0.0000,0.0000,329.0000,0.8900,0.8900,9947.0000,9947.0000,9947.0000,0.0000,1,0,0.0305,0.1133,0.2952,-0.0149,,,9907.1467,0.0134,,
2022-02-10 00:00:00+05:30,10961.7000,1185.8500,9775.8500,8814.1500,10000.0000,0.0000,961.7000,0.0000,961.7000,10961.7000,0.0000,0.0000,-171.1500,0.8900,0.8900,9775.8500,9775.8500,9775.8500,0.0000,1,0,-0.0154,0.0962,0.2935,-0.0300,,,9972.5551,0.0066,,
2022-02-11 00:00:00+05:30,10817.8500,1185.8500,9632.0000,8814.1500,10000.0000,0.0000,817.8500,0.0000,817.8500,10817.8500,0.0000,0.0000,-143.8500,0.8900,0.8900,9632.0000,9632.0000,9632.0000,0.0000,1,0,-0.0131,0.0818,0.2910,-0.0427,,,9835.6710,-0.0137,,
2022-02-14 00:00:00+05:30,10516.8500,1185.8500,9331.0000,8814.1500,10000.0000,0.0000,516.8500,0.0000,516.8500,10516.8500,0.0000,0.0000,-301.0000,0.8900,0.8900,9331.0000,9331.0000,9331.0000,0.0000,1,0,-0.0278,0.0517,0.2972,-0.0694,,,9537.4915,-0.0303,,
2022-02-15 00:00:00+05:30,10796.5000,1185.8500,9610.6500,8814.1500,10000.0000,0.0000,796.5000,0.0000,796.5000,10796.5000,0.0000,0.0000,279.6500,0.8900,0.8900,9610.6500,9610.6500,9610.6500,0.0000,1,0,0.0266,0.0796,0.3020,-0.0446,,,9839.2433,0.0316,,
2022-02-16 00:00:00+05:30,10731.0500,1185.8500,9545.2000,8814.1500,10000.0000,0.0000,731.0500,0.0000,731.0500,10731.0500,0.0000,0.0000,-65.4500,0.8900,0.8900,9545.2000,9545.2000,9545.2000,0.0000,1,0,-0.0061,0.0731,0.2977,-0.0504,,,9805.9012,-0.0034,,
2022-02-17 00:00:00+05:30,10737.0000,1185.8500,9551.1500,8814.1500,10000.0000,0.0000,737.0000,0.0000,737.0000,10737.0000,0.0000,0.0000,5.9500,0.8900,0.8900,9551.1500,9551.1500,9551.1500,0.0000,1,0,0.0006,0.0737,0.2932,-0.0499,,,9798.5864,-0.0007,,
2022-02-18 00:00:00+05:30,10593.8500,1185.8500,9408.0000,8814.1500,10000.0000,0.0000,593.8500,0.0000,593.8500,10593.8500,0.0000,0.0000,-143.1500,0.8900,0.8900,9408.0000,9408.0000,9408.0000,0.0000,1,0,-0.0133,0.0594,0.2911,-0.0626,,,9792.1221,-0.0007,,
2022-02-21 00:00:00+05:30,10250.8500,1185.8500,9065.0000,8814.1500,10000.0000,0.0000,250.8500,0.0000,250.8500,10250.8500,0.0000,0.0000,-343.0000,0.8800,0.8800,9065.0000,9065.0000,9065.0000,0.0000,1,0,-0.0324,0.0251,0.2998,-0.0929,,,9756.3984,-0.0036,,
2022-02-22 00:00:00+05:30,10150.0500,1185.8500,8964.2000,8814.1500,10000.0000,0.0000,150.0500,0.0000,150.0500,10150.0500,0.0000,0.0000,-100.8000,0.8800,0.8800,8964.2000,8964.2000,8964.2000,0.0000,1,0,-0.0098,0.0150,0.2967,-0.1018,,,9685.4330,-0.0073,,
2022-02-23 00:00:00+05:30,10341.8500,1185.8500,9156.0000,8814.1500,10000.0000,0.0000,341.8500,0.0000,341.8500,10341.8500,0.0000,0.0000,191.8000,0.8900,0.8900,9156.0000,9156.0000,9156.0000,0.0000,1,0,0.0189,0.0342,0.2968,-0.0849,,,9670.7465,-0.0015,,
2022-02-24 00:00:00+05:30,10145.8500,1185.8500,8960.0000,8814.1500,10000.0000,0.0000,145.8500,0.0000,145.8500,10145.8500,0.0000,0.0000,-196.0000,0.8800,0.8800,8960.0000,8960.0000,8960.0000,0.0000,1,0,-0.0190,0.0146,0.2969,-0.1022,,,9196.1600,-0.0491,,
2022-02-25 00:00:00+05:30,10376.8500,1185.8500,9191.0000,8814.1500,10000.0000,0.0000,376.8500,0.0000,376.8500,10376.8500,0.0000,0.0000,231.0000,0.8900,0.8900,9191.0000,9191.0000,9191.0000,0.0000,1,0,0.0228,0.0377,0.2987,-0.0818,,,9451.9247,0.0278,,
2022-02-28 00:00:00+05:30,10848.3000,1185.8500,9662.4500,8814.1500,10000.0000,0.0000,848.3000,0.0000,848.3000,10848.3000,0.0000,0.0000,471.4500,0.8900,0.8900,9662.4500,9662.4500,9662.4500,0.0000,1,0,0.0454,0.0848,0.3162,-0.0400,,,9520.3384,0.0072,,
2022-03-02 00:00:00+05:30,10957.8500,1185.8500,9772.0000,8814.1500,10000.0000,0.0000,957.8500,0.0000,957.8500,10957.8500,0.0000,0.0000,109.5500,0.8900,0.8900,9772.0000,9772.0000,9772.0000,0.0000,1,0,0.0101,0.0958,0.3133,-0.0304,,,9427.5702,-0.0097,,
2022-03-03 00:00:00+05:30,10859.8500,1185.8500,9674.0000,8814.1500,10000.0000,0.0000,859.8500,0.0000,859.8500,10859.8500,0.0000,0.0000,-98.0000,0.8900,0.8900,9674.0000,9674.0000,9674.0000,0.0000,1,0,-0.0089,0.0860,0.3103,-0.0390,,,9361.1695,-0.0070,,
2022-03-04 00:00:00+05:30,10824.8500,1185.8500,9639.0000,8814.1500,10000.0000,0.0000,824.8500,0.0000,824.8500,10824.8500,0.0000,0.0000,-35.0000,0.8900,0.8900,9639.0000,9639.0000,9639.0000,0.0000,1,0,-0.0032,0.0825,0.3068,-0.0421,,,9210.7897,-0.0161,,
2022-03-07 00:00:00+05:30,10495.8500,1185.8500,9310.0000,8814.1500,10000.0000,0.0000,495.8500,0.0000,495.8500,10495.8500,0.0000,0.0000,-329.0000,0.8900,0.8900,9310.0000,9310.0000,9310.0000,0.0000,1,0,-0.0304,0.0496,0.3119,-0.0712,,,9005.2366,-0.0223,,
2022-03-08 00:00:00+05:30,10449.3000,1185.8500,9263.4500,8814.1500,10000.0000,0.0000,449.3000,0.0000,449.3000,10449.3000,0.0000,0.0000,-46.5500,0.8900,0.8900,9263.4500,9263.4500,9263.4500,0.0000,1,0,-0.0044,0.0449,0.3086,-0.0754,,,9082.5529,0.0086,,
2022-03-09 00:00:00+05:30,10542.0500,1185.8500,9356.2000,8814.1500,10000.0000,0.0000,542.0500,0.0000,542.0500,10542.0500,0.0000,0.0000,92.7500,0.8900,0.8900,9356.2000,9356.2000,9356.2000,0.0000,1,0,0.0089,0.0542,0.3059,-0.0671,,,9280.7344,0.0218,,
2022-03-10 00:00:00+05:30,10775.1500,1185.8500,9589.3000,8814.1500,10000.0000,0.0000,775.1500,0.0000,775.1500,10775.1500,0.0000,0.0000,233.1000,0.8900,0.8900,9589.3000,9589.3000,9589.3000,0.0000,1,0,0.0221,0.0775,0.3069,-0.0465,,,9393.8028,0.0122,,
2022-03-11 00:00:00+05:30,10859.5000,1185.8500,9673.6500,8814.1500,10000.0000,0.0000,859.5000,0.0000,859.5000,10859.5000,0.0000,0.0000,84.3500,0.8900,0.8900,9673.6500,9673.6500,9673.6500,0.0000,1,0,0.0078,0.0859,0.3042,-0.0391,,,9424.5365,0.0033,,
2022-03-14 00:00:00+05:30,10849.3500,1185.8500,9663.5000,8814.1500,10000.0000,0.0000,849.3500,0.0000,849.3500,10849.3500,0.0000,0.0000,-10.1500,0.8900,0.8900,9663.5000,9663.5000,9663.5000,0.0000,1,0,-0.0009,0.0849,0.3011,-0.0400,,,9575.3132,0.0160,,
2022-03-15 00:00:00+05:30,10817.8500,1185.8500,9632.0000,8814.1500,10000.0000,0.0000,817.8500,0.0000,817.8500,10817.8500,0.0000,0.0000,-31.5000,0.8900,0.8900,9632.0000,9632.0000,9632.0000,0.0000,1,0,-0.0029,0.0818,0.2981,-0.0427,,,9438.4291,-0.0143,,
2022-03-16 00:00:00+05:30,11426.8500,1185.8500,10241.0000,8814.1500,10000.0000,0.0000,1426.8500,0.0000,1426.8500,11426.8500,0.0000,0.0000,609.0000,0.9000,0.9000,10241.0000,10241.0000,10241.0000,0.0000,1,0,0.0563,0.1427,0.3206,0.0000,,,9620.6483,0.0193,,
2022-03-17 00:00:00+05:30,11335.8500,1185.8500,10150.0000,8814.1500,10000.0000,0.0000,1335.8500,0.0000,1335.8500,11335.8500,0.0000,0.0000,-91.0000,0.9000,0.9000,10150.0000,10150.0000,10150.0000,0.0000,1,0,-0.0080,0.1336,0.3180,-0.0080,,,9809.5019,0.0196,,
2022-03-21 00:00:00+05:30,11300.8500,1185.8500,10115.0000,8814.1500,10000.0000,0.0000,1300.8500,0.0000,1300.8500,11300.8500,0.0000,0.0000,-35.0000,0.9000,0.9000,10115.0000,10115.0000,10115.0000,0.0000,1,0,-0.0031,0.1301,0.3151,-0.0110,,,9704.2871,-0.0107,,
2022-03-22 00:00:00+05:30,11132.8500,1185.8500,9947.0000,8814.1500,10000.0000,0.0000,1132.8500,0.0000,1132.8500,11132.8500,0.0000,0.0000,-168.0000,0.8900,0.8900,9947.0000,9947.0000,9947.0000,0.0000,1,0,-0.0149,0.1133,0.3138,-0.0257,,,9826.7400,0.0126,,
2022-03-23 00:00:00+05:30,11027.8500,1185.8500,9842.0000,8814.1500,10000.0000,0.0000,1027.8500,0.0000,1027.8500,11027.8500,0.0000,0.0000,-105.0000,0.8900,0.8900,9842.0000,9842.0000,9842.0000,0.0000,1,0,-0.0094,0.1028,0.3116,-0.0349,,,9766.4917,-0.0061,,
2022-03-24 00:00:00+05:30,10992.8500,1185.8500,9807.0000,8814.1500,10000.0000,0.0000,992.8500,0.0000,992.8500,10992.8500,0.0000,0.0000,-35.0000,0.8900,0.8900,9807.0000,9807.0000,9807.0000,0.0000,1,0,-0.0032,0.0993,0.3089,-0.0380,,,9751.6069,-0.0015,,
2022-03-25 00:00:00+05:30,10926.0000,1185.8500,9740.1500,8814.1500,10000.0000,0.0000,926.0000,0.0000,926.0000,10926.0000,0.0000,0.0000,-66.8500,0.8900,0.8900,9740.1500,9740.1500,9740.1500,0.0000,1,0,-0.0061,0.0926,0.3064,-0.0438,,,9740.6346,-0.0011,,
2022-03-28 00:00:00+05:30,11006.8500,1185.8500,9821.0000,8814.1500,10000.0000,0.0000,1006.8500,0.0000,1006.8500,11006.8500,0.0000,0.0000,80.8500,0.8900,0.8900,9821.0000,9821.0000,9821.0000,0.0000,1,0,0.0074,0.1007,0.3041,-0.0368,,,9761.4734,0.0021,,
2022-03-29 00:00:00+05:30,10957.8500,1185.8500,9772.0000,8814.1500,10000.0000,0.0000,957.8500,0.0000,957.8500,10957.8500,0.0000,0.0000,-49.0000,0.8900,0.8900,9772.0000,9772.0000,9772.0000,0.0000,1,0,-0.0045,0.0958,0.3017,-0.0410,,,9830.1139,0.0070,,
2022-03-30 00:00:00+05:30,11027.8500,1185.8500,9842.0000,8814.1500,10000.0000,0.0000,1027.8500,0.0000,1027.8500,11027.8500,0.0000,0.0000,70.0000,0.8900,0.8900,9842.0000,9842.0000,9842.0000,0.0000,1,0,0.0064,0.1028,0.2995,-0.0349,1.5183,0.3007,9907.1467,0.0078,,
2022-03-31 00:00:00+05:30,11638.9500,1185.8500,10453.1000,8814.1500,10000.0000,0.0000,1638.9500,0.0000,1638.9500,11638.9500,0.0000,0.0000,611.1000,0.9000,0.9000,10453.1000,10453.1000,10453.1000,0.0000,1,0,0.0554,0.1639,0.3177,0.0000,2.1533,0.3201,9905.5307,-0.0002,0.0027338001042169903,0.748122735460073
2022-04-01 00:00:00+05:30,11834.9500,1185.8500,10649.1000,8814.1500,10000.0000,0.0000,1834.9500,0.0000,1834.9500,11834.9500,0.0000,0.0000,196.0000,0.9000,0.9000,10649.1000,10649.1000,10649.1000,0.0000,1,0,0.0168,0.1835,0.3169,0.0000,2.4300,0.3210,10030.0533,0.0126,0.002854323829145657,0.7529365558703249
2022-04-04 00:00:00+05:30,12116.3500,1185.8500,10930.5000,8814.1500,10000.0000,0.0000,2116.3500,0.0000,2116.3500,12116.3500,0.0000,0.0000,281.4000,0.9000,0.9000,10930.5000,10930.5000,10930.5000,0.0000,1,0,0.0238,0.2116,0.3180,0.0000,2.5173,0.3227,10227.2141,0.0197,0.003194326484535398,0.774232519113092
2022-04-05 00:00:00+05:30,12021.1500,1185.8500,10835.3000,8814.1500,10000.0000,0.0000,2021.1500,0.0000,2021.1500,12021.1500,0.0000,0.0000,-95.2000,0.9000,0.9000,10835.3000,10835.3000,10835.3000,0.0000,1,0,-0.0079,0.2021,0.3159,-0.0079,2.6808,0.3202,10167.5045,-0.0058,0.0029465898084370923,0.7735859608176289
2022-04-06 00:00:00+05:30,12063.8500,1185.8500,10878.0000,8814.1500,10000.0000,0.0000,2063.8500,0.0000,2063.8500,12063.8500,0.0000,0.0000,42.7000,0.9000,0.9000,10878.0000,10878.0000,10878.0000,0.0000,1,0,0.0036,0.2064,0.3135,-0.0043,2.6626,0.3202,10092.9667,-0.0073,0.003296155175025644,0.7585408013743548
2022-04-07 00:00:00+05:30,12252.8500,1185.8500,11067.0000,8814.1500,10000.0000,0.0000,2252.8500,0.0000,2252.8500,12252.8500,0.0000,0.0000,189.0000,0.9000,0.9000,11067.0000,11067.0000,11067.0000,0.0000,1,0,0.0157,0.2253,0.3126,0.0000,2.5307,0.3173,10011.2274,-0.0081,0.0036222840030470356,0.746830750162953
2022-04-08 00:00:00+05:30,12525.8500,1185.8500,11340.0000,8814.1500,10000.0000,0.0000,2525.8500,0.0000,2525.8500,12525.8500,0.0000,0.0000,273.0000,0.9100,0.9100,11340.0000,11340.0000,11340.0000,0.0000,1,0,0.0223,0.2526,0.3133,0.0000,2.9414,0.3186,10093.5337,0.0082,0.003564576383310598,0.7414558179860912
2022-04-11 00:00:00+05:30,12951.1000,1185.8500,11765.2500,8814.1500,10000.0000,0.0000,2951.1000,0.0000,2951.1000,12951.1000,0.0000,0.0000,425.2500,0.9100,0.9100,11765.2500,11765.2500,11765.2500,0.0000,1,0,0.0339,0.2951,0.3178,0.0000,3.0734,0.3226,10025.1200,-0.0068,0.004392570838445687,0.7266483907614377
2022-04-12 00:00:00+05:30,12861.8500,1185.8500,11676.0000,8814.1500,10000.0000,0.0000,2861.8500,0.0000,2861.8500,12861.8500,0.0000,0.0000,-89.2500,0.9100,0.9100,11676.0000,11676.0000,11676.0000,0.0000,1,0,-0.0069,0.2862,0.3158,-0.0069,2.8977,0.3234,9934.5632,-0.0090,0.004133765931207741,0.7226255729813454
2022-04-13 00:00:00+05:30,12959.1500,1185.8500,11773.3000,8814.1500,10000.0000,0.0000,2959.1500,0.0000,2959.1500,12959.1500,0.0000,0.0000,97.3000,0.9100,0.9100,11773.3000,11773.3000,11773.3000,0.0000,1,0,0.0076,0.2959,0.3139,0.0000,2.6167,0.3178,9904.7935,-0.0030,0.004231656903511848,0.7216536226409062
2022-04-18 00:00:00+05:30,13358.8500,1185.8500,12173.0000,8814.1500,10000.0000,0.0000,3358.8500,0.0000,3358.8500,13358.8500,0.0000,0.0000,399.7000,0.9100,0.9100,12173.0000,12173.0000,12173.0000,0.0000,1,0,0.0308,0.3359,0.3170,0.0000,2.7524,0.3214,9745.0859,-0.0161,0.004337650830306307,0.6756651841544575
2022-04-19 00:00:00+05:30,12894.0500,1185.8500,11708.2000,8814.1500,10000.0000,0.0000,2894.0500,0.0000,2894.0500,12894.0500,0.0000,0.0000,-464.8000,0.9100,0.9100,11708.2000,11708.2000,11708.2000,0.0000,1,0,-0.0348,0.2894,0.3215,-0.0348,2.2743,0.3306,9565.3900,-0.0184,0.0037568840867303367,0.706993532118472
2022-04-20 00:00:00+05:30,12917.8500,1185.8500,11732.0000,8814.1500,10000.0000,0.0000,2917.8500,0.0000,2917.8500,12917.8500,0.0000,0.0000,23.8000,0.9100,0.9100,11732.0000,11732.0000,11732.0000,0.0000,1,0,0.0018,0.2918,0.3193,-0.0330,1.9911,0.3272,9724.5589,0.0166,0.003507814411160521,0.689038593969953
2022-04-21 00:00:00+05:30,12912.6000,1185.8500,11726.7500,8814.1500,10000.0000,0.0000,2912.6000,0.0000,2912.6000,12912.6000,0.0000,0.0000,-5.2500,0.9100,0.9100,11726.7500,11726.7500,11726.7500,0.0000,1,0,-0.0004,0.2913,0.3171,-0.0334,1.9950,0.3272,9866.6032,0.0146,0.0028090526147551385,0.6930441309299866
2022-04-22 00:00:00+05:30,12959.5000,1185.8500,11773.6500,8814.1500,10000.0000,0.0000,2959.5000,0.0000,2959.5000,12959.5000,0.0000,0.0000,46.9000,0.9100,0.9100,11773.6500,11773.6500,11773.6500,0.0000,1,0,0.0036,0.2959,0.3150,-0.0299,2.1419,0.3265,9735.8431,-0.0133,0.0029260194698332307,0.685055651447272
2022-04-25 00:00:00+05:30,12606.3500,1185.8500,11420.5000,8814.1500,10000.0000,0.0000,2606.3500,0.0000,2606.3500,12606.3500,0.0000,0.0000,-353.1500,0.9100,0.9100,11420.5000,11420.5000,11420.5000,0.0000,1,0,-0.0273,0.2606,0.3168,-0.0563,2.3459,0.3205,9630.2030,-0.0109,0.0026474092575165587,0.6999966306459674
2022-04-26 00:00:00+05:30,12693.1500,1185.8500,11507.3000,8814.1500,10000.0000,0.0000,2693.1500,0.0000,2693.1500,12693.1500,0.0000,0.0000,86.8000,0.9100,0.9100,11507.3000,11507.3000,11507.3000,0.0000,1,0,0.0069,0.2693,0.3150,-0.0498,1.9079,0.3078,9753.9601,0.0129,0.0029263603692383997,0.6435716833940746
2022-04-27 00:00:00+05:30,12651.8500,1185.8500,11466.0000,8814.1500,10000.0000,0.0000,2651.8500,0.0000,2651.8500,12651.8500,0.0000,0.0000,-41.3000,0.9100,0.9100,11466.0000,11466.0000,11466.0000,0.0000,1,0,-0.0033,0.2652,0.3130,-0.0529,1.8687,0.3079,9661.0785,-0.0095,0.002309299411607202,0.6163669920182004
2022-04-28 00:00:00+05:30,12581.8500,1185.8500,11396.0000,8814.1500,10000.0000,0.0000,2581.8500,0.0000,2581.8500,12581.8500,0.0000,0.0000,-70.0000,0.9100,0.9100,11396.0000,11396.0000,11396.0000,0.0000,1,0,-0.0055,0.2582,0.3112,-0.0582,1.8178,0.3082,9770.9147,0.0114,0.0020456552537962557,0.6040231847363439
2022-04-29 00:00:00+05:30,12336.5000,1185.8500,11150.6500,8814.1500,10000.0000,0.0000,2336.5000,0.0000,2336.5000,12336.5000,0.0000,0.0000,-245.3500,0.9000,0.9000,11150.6500,11150.6500,11150.6500,0.0000,1,0,-0.0195,0.2336,0.3112,-0.0765,1.3390,0.3102,9703.0113,-0.0069,0.0018001438383351922,0.6131837062080456
